,Agency Name,Location Name,Address,City,Zip code,County,Congress Dist,Congressional Full Name,Rep Dist,Rep Full Name,Senate Dist,Senator Full Name,Bldg Status,Year Acquired,Year Constructed,Square Footage,Total Floors,Floors Above Grade,Floors Below Grade,Usage Description,Usage Description 2,Usage Description 3
118,Historic Preservation Agency,Fort De Chartres Historic Site - Prairie Du Rocher,1350 State Hwy 155,Prairie Du Rocher,62241,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,1930,1753,3604,1,1,0,Assembly,Residential,Not provided
119,Historic Preservation Agency,Fort De Chartres Historic Site - Prairie Du Rocher,1350 State Hwy 155,Prairie Du Rocher,62241,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,1930,1753,2580,1,1,0,Assembly,Residential,Not provided
120,Historic Preservation Agency,Fort De Chartres Historic Site - Prairie Du Rocher,1350 State Hwy 155,Prairie Du Rocher,62241,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,1986,1753,4184,1,1,0,Assembly,Residential,Not provided
121,Historic Preservation Agency,Fort De Chartres Historic Site - Prairie Du Rocher,1350 State Hwy 155,Prairie Du Rocher,62241,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,1986,1753,2875,1,1,0,Assembly,Residential,Not provided
122,Historic Preservation Agency,Fort De Chartres Historic Site - Prairie Du Rocher,1350 State Hwy 155,Prairie Du Rocher,62241,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,1930,1753,558,2,2,0,Assembly,Assembly,Not provided
123,Department of Natural Resources,Nauvoo State Park - Hancock County,Kimball Street,Nauvoo,62354,Hancock,18,Darin M. LaHood,94,Frese Randy E.,47,Jil Tracy,In Use,1956,1841,660,3,2,1,Residential,Residential,Not provided
124,Department of Natural Resources,Nauvoo State Park - Hancock County,Kimball Street,Nauvoo,62354,Hancock,18,Darin M. LaHood,94,Frese Randy E.,47,Jil Tracy,In Use,1956,1841,192,1,1,0,Unusual,Unusual,Not provided
125,Department of Natural Resources,Nauvoo State Park - Hancock County,Kimball Street,Nauvoo,62354,Hancock,18,Darin M. LaHood,94,Frese Randy E.,47,Jil Tracy,In Use,1994,1994,72,1,1,0,Business,Business,Not provided
126,Department of Natural Resources,Nauvoo State Park - Hancock County,Kimball Street,Nauvoo,62354,Hancock,18,Darin M. LaHood,94,Frese Randy E.,47,Jil Tracy,In Use,1972,1972,24,1,1,0,Unusual,Unusual,Not provided
127,Department of Natural Resources,Nauvoo State Park - Hancock County,Kimball Street,Nauvoo,62354,Hancock,18,Darin M. LaHood,94,Frese Randy E.,47,Jil Tracy,In Use,1972,1972,24,1,1,0,Unusual,Unusual,Not provided
128,Department of Natural Resources,Nauvoo State Park - Hancock County,Kimball Street,Nauvoo,62354,Hancock,18,Darin M. LaHood,94,Frese Randy E.,47,Jil Tracy,In Use,1972,1972,24,1,1,0,Unusual,Unusual,Not provided
129,Department of Natural Resources,Nauvoo State Park - Hancock County,Kimball Street,Nauvoo,62354,Hancock,18,Darin M. LaHood,94,Frese Randy E.,47,Jil Tracy,In Use,1972,1972,24,1,1,0,Unusual,Unusual,Not provided
130,Department of Natural Resources,Nauvoo State Park - Hancock County,Kimball Street,Nauvoo,62354,Hancock,18,Darin M. LaHood,94,Frese Randy E.,47,Jil Tracy,In Use,1972,1972,24,1,1,0,Unusual,Unusual,Not provided
131,Department of Natural Resources,Nauvoo State Park - Hancock County,Kimball Street,Nauvoo,62354,Hancock,18,Darin M. LaHood,94,Frese Randy E.,47,Jil Tracy,In Use,1972,1972,24,1,1,0,Unusual,Unusual,Not provided
132,Department of Natural Resources,Nauvoo State Park - Hancock County,Kimball Street,Nauvoo,62354,Hancock,18,Darin M. LaHood,94,Frese Randy E.,47,Jil Tracy,In Use,1972,1972,24,1,1,0,Unusual,Unusual,Not provided
133,Department of Natural Resources,Nauvoo State Park - Hancock County,Kimball Street,Nauvoo,62354,Hancock,18,Darin M. LaHood,94,Frese Randy E.,47,Jil Tracy,In Use,1972,1972,24,1,1,0,Unusual,Unusual,Not provided
134,Department of Natural Resources,Nauvoo State Park - Hancock County,Kimball Street,Nauvoo,62354,Hancock,18,Darin M. LaHood,94,Frese Randy E.,47,Jil Tracy,In Use,1973,1973,24,1,1,0,Unusual,Unusual,Not provided
135,Department of Natural Resources,Nauvoo State Park - Hancock County,Kimball Street,Nauvoo,62354,Hancock,18,Darin M. LaHood,94,Frese Randy E.,47,Jil Tracy,In Use,1973,1973,24,1,1,0,Unusual,Unusual,Not provided
136,Department of Natural Resources,Nauvoo State Park - Hancock County,Kimball Street,Nauvoo,62354,Hancock,18,Darin M. LaHood,94,Frese Randy E.,47,Jil Tracy,In Use,1973,1973,24,1,1,0,Unusual,Unusual,Not provided
137,Department of Natural Resources,Nauvoo State Park - Hancock County,Kimball Street,Nauvoo,62354,Hancock,18,Darin M. LaHood,94,Frese Randy E.,47,Jil Tracy,In Use,1973,1973,24,1,1,0,Unusual,Unusual,Not provided
138,Department of Natural Resources,Illinois-Michigan Canal State Park - Grundy County,Columbus Street,Ottawa,61350,Grundy,16,Adam Kinzinger,75,Welter David A.,38,Sue Rezin,In Use,1964,1860,375,3,2,1,Assembly,Storage,Not provided
139,Department of Natural Resources,Des Plaines Game Farm - Will County,30550 South Boathouse Road,Wilmington,60481,Will,16,Adam Kinzinger,75,Welter David A.,38,Sue Rezin,In Use,2001,2001,3500,1,1,0,Business,Business,Not provided
140,Department of Natural Resources,Des Plaines Game Farm - Will County,30550 South Boathouse Road,Wilmington,60481,Will,16,Adam Kinzinger,75,Welter David A.,38,Sue Rezin,In Use,2001,2001,3000,1,1,0,Storage,Storage,Not provided
141,Department of Juvenile Justice,Illinois Youth Center - Kewanee,Kentville Road,Kewanee,61443,Henry,17,Cheri Bustos,74,Swanson Daniel,37,Chuck Weaver,In Use,2001,2001,560,1,1,0,Industrial,Industrial,Not provided
142,Department of Corrections,Vienna Correctional Center - Johnson County,"P.o. Box 200, Hwy 146e",Vienna,62995,Johnson,15,John Shimkus,118,Phelps Brandon W.,59,Dale Fowler,In Use,2000,2000,1152,1,1,0,Unusual,Unusual,Not provided
143,Department of Transportation,District 1 Headquarters - Schaumburg,Harlem Ave & Rt 175-rock I Rr,Schaumburg,60196,Cook,8,Tammy Duckworth,44,Crespo Fred,22,Cristina Castro,In Use,2002,2002,19700,2,2,0,Industrial,Industrial,Not provided
144,Department of Transportation,District 1 Headquarters - Schaumburg,201 W Center Ct,Schaumburg,60196,Cook,8,Tammy Duckworth,44,Crespo Fred,22,Cristina Castro,In Use,2003,1986,150000,6,5,1,Business,Business,Not provided
145,Southern Illinois University,Southern Illinois University - Carbondale,3268 W Pleas3ent Hill Rd,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,2001,2001,2068,1,1,0,Storage,Storage,Not provided
146,Southern Illinois University,Southern Illinois University - Carbondale,15621 N 42 St,Mt Vernon,62864,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,2001,2001,100,1,1,0,Industrial,Industrial,Not provided
147,Southern Illinois University,Southern Illinois University - Carbondale,1150 Douglas Drive,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,2001,2001,1768,1,1,0,Unusual,Unusual,Not provided
148,Southern Illinois University,Southern Illinois University - Carbondale,1206 Touch Of Nature Road,Makanda,62958,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,2001,2001,1646,1,1,0,Health Care,Health Care,Not provided
149,Illinois Medical District Commission,600 S. Hoyne-Chicago,2225 W. Harrison,Chicago,60612,Unknown,0,,0,,0,,In Use,1982,1930,22000,3,2,1,Health Care,Health Care,Not provided
150,Department of Natural Resources,Dickson Mounds Museum - Lewistown,10956 Dickson Mounds Road,Lewistown,61542,Fulton,17,Cheri Bustos,91,Unes Michael D.,46,David Koehler,In Use,2002,2002,2700,1,1,0,Industrial,Storage,Not provided
151,Department of Natural Resources,Dickson Mounds Museum - Lewistown,10956 Dickson Mounds Road,Lewistown,61542,Fulton,17,Cheri Bustos,91,Unes Michael D.,46,David Koehler,In Use,2002,2002,2000,1,1,0,Unusual,Unusual,Not provided
152,Department of Natural Resources,Natural History Survey - Havana,Box 599,Havana,62644,Mason,18,Darin M. LaHood,94,Frese Randy E.,47,Jil Tracy,In Use,2001,2001,1800,1,1,0,Storage,Storage,Not provided
153,Southern Illinois University,Southern Illinois University - Carbondale,1206 Touch Of Nature Road,Makanda,62958,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,2001,2001,267,1,1,0,Assembly,Assembly,Not provided
154,Department of Natural Resources,Chain O'Lakes CA and SP - McHenry County,39947 North State Park Road,Spring Grove,60081,McHenry,14,Randy Hultgren,64,Wheeler Barbara,32,Pamela J. Althoff,In Use,1966,1966,150,1,1,0,Unusual,Unusual,Not provided
155,Department of Natural Resources,Chain O'Lakes CA and SP - McHenry County,39947 North State Park Road,Spring Grove,60081,McHenry,14,Randy Hultgren,64,Wheeler Barbara,32,Pamela J. Althoff,In Use,2001,2001,144,1,1,0,Unusual,Unusual,Not provided
156,Department of Natural Resources,Chain O'Lakes CA and SP - McHenry County,39947 North State Park Road,Spring Grove,60081,McHenry,14,Randy Hultgren,64,Wheeler Barbara,32,Pamela J. Althoff,In Use,1970,1970,1440,1,1,0,Assembly,Assembly,Not provided
157,Department of Natural Resources,Chain O'Lakes CA and SP - McHenry County,39947 North State Park Road,Spring Grove,60081,McHenry,14,Randy Hultgren,64,Wheeler Barbara,32,Pamela J. Althoff,In Use,2001,2001,768,1,1,0,Assembly,Assembly,Not provided
158,Department of Natural Resources,Chain O'Lakes CA and SP - McHenry County,39947 North State Park Road,Spring Grove,60081,McHenry,14,Randy Hultgren,64,Wheeler Barbara,32,Pamela J. Althoff,In Use,2001,2001,1420,1,1,0,Unusual,Unusual,Not provided
159,Department of Natural Resources,Chain O'Lakes CA and SP - McHenry County,39947 North State Park Road,Spring Grove,60081,McHenry,14,Randy Hultgren,64,Wheeler Barbara,32,Pamela J. Althoff,In Use,2001,2001,144,1,1,0,Unusual,Unusual,Not provided
160,Department of Natural Resources,Wolf Creek State Park,R.r. 1 Box 99,Windsor,62534,Shelby,15,John Shimkus,102,Halbrook Brad,51,Chapin Rose,In Use,2001,2001,144,1,1,0,Unusual,Unusual,Not provided
161,Department of Natural Resources,Chain O'Lakes CA and SP - McHenry County,39947 North State Park Road,Spring Grove,60081,McHenry,14,Randy Hultgren,64,Wheeler Barbara,32,Pamela J. Althoff,In Use,2001,2001,3265,1,1,0,Business,Unusual,Not provided
162,Department of Natural Resources,Chain O'Lakes CA and SP - McHenry County,39947 North State Park Road,Spring Grove,60081,McHenry,14,Randy Hultgren,64,Wheeler Barbara,32,Pamela J. Althoff,In Use,2001,2001,710,1,1,0,Business,Business,Not provided
163,Department of Natural Resources,Fort Massac State Park - Massac County,P.o. Box 708,Metropolis,62960,Massac,15,John Shimkus,118,Phelps Brandon W.,59,Dale Fowler,In Use,2002,2002,4800,1,1,0,Assembly,Assembly,Not provided
164,Department of Natural Resources,Fort Massac State Park - Massac County,P.o. Box 708,Metropolis,62960,Massac,15,John Shimkus,118,Phelps Brandon W.,59,Dale Fowler,In Use,2002,2002,700,2,2,0,Unusual,Unusual,Not provided
165,Department of Natural Resources,Fort Massac State Park - Massac County,P.o. Box 708,Metropolis,62960,Massac,15,John Shimkus,118,Phelps Brandon W.,59,Dale Fowler,In Use,2002,2002,960,2,2,0,Unusual,Unusual,Not provided
166,Department of Natural Resources,Fort Massac State Park - Massac County,P.o. Box 708,Metropolis,62960,Massac,15,John Shimkus,118,Phelps Brandon W.,59,Dale Fowler,In Use,2002,2002,700,2,2,0,Unusual,Unusual,Not provided
167,Department of Natural Resources,Fort Massac State Park - Massac County,P.o. Box 708,Metropolis,62960,Massac,15,John Shimkus,118,Phelps Brandon W.,59,Dale Fowler,In Use,2002,2002,700,2,2,0,Unusual,Unusual,Not provided
168,Department of Natural Resources,Fort Massac State Park - Massac County,P.o. Box 708,Metropolis,62960,Massac,15,John Shimkus,118,Phelps Brandon W.,59,Dale Fowler,In Use,2002,2002,700,2,2,0,Residential,Residential,Not provided
169,Department of Natural Resources,Fort Massac State Park - Massac County,P.o. Box 708,Metropolis,62960,Massac,15,John Shimkus,118,Phelps Brandon W.,59,Dale Fowler,In Use,2002,2002,170,1,1,0,Storage,Storage,Not provided
170,Department of Natural Resources,Fort Massac State Park - Massac County,P.o. Box 708,Metropolis,62960,Massac,15,John Shimkus,118,Phelps Brandon W.,59,Dale Fowler,In Use,2002,2002,3300,2,2,0,Residential,Residential,Not provided
171,Department of Natural Resources,Fort Massac State Park - Massac County,P.o. Box 708,Metropolis,62960,Massac,15,John Shimkus,118,Phelps Brandon W.,59,Dale Fowler,In Use,2002,2002,2700,2,2,0,Unusual,Unusual,Not provided
172,Department of Natural Resources,Rice Lake Conservation Area - Fulton County,R. R. #3,Canton,61520,Fulton,17,Cheri Bustos,91,Unes Michael D.,46,David Koehler,In Use,1946,1946,2447,4,3,1,Business,Business,Not provided
173,Department of Natural Resources,Rice Lake Conservation Area - Fulton County,R. R. #3,Canton,61520,Fulton,17,Cheri Bustos,91,Unes Michael D.,46,David Koehler,In Use,1960,1960,22960,1,1,0,Storage,Storage,Not provided
174,Department of Natural Resources,Stephen A. Forbes State Park - Marion County,"R.r. #1, Box 43",Kinmundy,62584,Marion,15,John Shimkus,107,Cavaletto John,54,Kyle McCarter,In Use,2000,2000,100,1,1,0,Mercantile,Mercantile,Not provided
175,Department of Military Affairs,Danville Armory - Vermilion County,22979 North Bowman Avenue,Danville,61834,Vermilion,15,John Shimkus,104,Hays Chad,52,Scott M. Bennett,In Use,2002,2002,24910,1,1,0,Assembly,Assembly,Not provided
176,Department of Natural Resources,Fox Ridge State Park - Coles County,"Rr #1, Box 234",Charleston,61920,Coles,15,John Shimkus,110,Phillips Reginald,55,Dale A. Righter,In Use,1942,1942,375,1,1,0,Assembly,Assembly,Not provided
177,Department of Natural Resources,Golconda Marina,Po Box 209,Golconda,62938,Pope,15,John Shimkus,118,Phelps Brandon W.,59,Dale Fowler,In Use,2001,2001,144,1,1,0,Unusual,Unusual,Not provided
178,Department of Natural Resources,Golconda Marina,Po Box 209,Golconda,62938,Pope,15,John Shimkus,118,Phelps Brandon W.,59,Dale Fowler,In Use,2001,2001,144,1,1,0,Unusual,Unusual,Not provided
179,Department of Natural Resources,Lake Murphysboro State Park - Jackson County,"R. R. #4, Box 144",Murphysboro,62966,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,2002,2002,3220,1,1,0,Business,Business,Not provided
180,Department of Corrections,Vandalia Correctional Center - Fayette County,"P.o. Box 500, Rte. 51 N.",Vandalia,62471,Fayette,15,John Shimkus,107,Cavaletto John,54,Kyle McCarter,In Use,2002,2002,10800,1,1,0,Education,Education,Not provided
182,Department of Corrections,Vandalia Correctional Center - Fayette County,"P.o. Box 500, Rte. 51 N.",Vandalia,62471,Fayette,15,John Shimkus,107,Cavaletto John,54,Kyle McCarter,In Use,2001,2001,665,1,1,0,Storage,Storage,Not provided
183,Department of Corrections,Vandalia Correctional Center - Fayette County,"P.o. Box 500, Rte. 51 N.",Vandalia,62471,Fayette,15,John Shimkus,107,Cavaletto John,54,Kyle McCarter,In Use,2001,2001,700,1,1,0,Assembly,Assembly,Not provided
184,Department of Juvenile Justice,Illinois Youth Center - Pere Marquette,17808 State Highway 100w,Grafton,62037,Jersey,13,Rodney L. Davis,100,Davidsmeyer C. D.,50,Wm. Sam McCann,In Use,2001,2001,2400,1,1,0,Storage,Storage,Not provided
185,Department of Transportation,Anna Maintenance Storage Facility - Union County,215 North Lime Kiln Road,Anna,62906,Union,12,Mike Bost,118,Phelps Brandon W.,59,Dale Fowler,In Use,1980,1980,4500,1,1,0,Storage,Storage,Not provided
186,Department of Transportation,Anna Maintenance Storage Facility - Union County,215 North Lime Kiln Road,Anna,62906,Union,12,Mike Bost,118,Phelps Brandon W.,59,Dale Fowler,In Use,2002,2002,3024,1,1,0,Storage,Storage,Not provided
187,Department of Transportation,Joliet Maintenance Storage Facility - Will County,Caton Farm Road & Il 53,Lockport,60441,Will,3,Daniel William Lipinski,85,Connor John,43,Pat McGuire,In Use,2002,2002,6300,1,1,0,Storage,Storage,Not provided
188,Department of State Police,Effingham District 12 - Effingham County,2 Miles East Of Mason,Effingham,62454,Effingham,15,John Shimkus,107,Cavaletto John,54,Kyle McCarter,In Use,1975,1975,120,1,1,0,Industrial,Industrial,Not provided
189,Department of Natural Resources,Eldon Hazlet State Park - Clinton County,Keyesport Road,Carlyle,62231,Clinton,15,John Shimkus,107,Cavaletto John,54,Kyle McCarter,In Use,2002,2002,3500,1,1,0,Assembly,Assembly,Not provided
190,Department of Natural Resources,Eldon Hazlet State Park - Clinton County,Keyesport Road,Carlyle,62231,Clinton,15,John Shimkus,107,Cavaletto John,54,Kyle McCarter,In Use,2002,2002,300,1,1,0,Unusual,Unusual,Not provided
191,Department of Natural Resources,Kaskaskia River Fish & Wildlife Area - Randolph County,"Rt. 1, Box 49",Baldwin,62217,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2002,2002,144,1,1,0,Unusual,Unusual,Not provided
192,Department of Natural Resources,Kaskaskia River Fish & Wildlife Area - Randolph County,"Rt. 1, Box 49",Baldwin,62217,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2002,2002,144,1,1,0,Unusual,Unusual,Not provided
193,Department of Transportation,Browns Property-District 7-Effingham,400 West Wabash,Effingham,62401,Effingham,15,John Shimkus,107,Cavaletto John,54,Kyle McCarter,In Use,2000,1983,13300,1,1,0,Business,Storage,Not provided
194,Department of Natural Resources,Pyramid State Park - Perry County,"Rr #1, Box298",Pinckneyville,62274,Perry,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,1981,1981,720,1,1,0,Storage,Storage,Not provided
195,Department of Natural Resources,Pyramid State Park - Perry County,"Rr #1, Box298",Pinckneyville,62274,Perry,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,1975,1975,2400,1,1,0,Business,Storage,Not provided
196,Department of Natural Resources,Pyramid State Park - Perry County,"Rr #1, Box298",Pinckneyville,62274,Perry,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2000,2000,36,1,1,0,Unusual,Unusual,Not provided
197,Department of Natural Resources,Pyramid State Park - Perry County,"Rr #1, Box298",Pinckneyville,62274,Perry,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2000,2000,36,1,1,0,Unusual,Unusual,Not provided
198,Department of Natural Resources,Pyramid State Park - Perry County,"Rr #1, Box298",Pinckneyville,62274,Perry,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,1990,1990,36,1,1,0,Unusual,Unusual,Not provided
199,Department of Natural Resources,Pyramid State Park - Perry County,"Rr #1, Box298",Pinckneyville,62274,Perry,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,1990,1990,36,1,1,0,Unusual,Unusual,Not provided
200,Department of Natural Resources,Pyramid State Park - Perry County,"Rr #1, Box298",Pinckneyville,62274,Perry,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,1996,1996,36,1,1,0,Unusual,Unusual,Not provided
201,Department of Natural Resources,Pyramid State Park - Perry County,"Rr #1, Box298",Pinckneyville,62274,Perry,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,1996,1996,36,1,1,0,Unusual,Unusual,Not provided
202,Department of Natural Resources,Pyramid State Park - Perry County,"Rr #1, Box298",Pinckneyville,62274,Perry,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,1981,1981,616,1,1,0,Assembly,Assembly,Not provided
